id,title,description,availability,condition,price,link,image_link,brand,mpn,product_type,custom_label_0,returnable,return_policy_days,return_policy_info,additional_image_link
Copaconfloresartificiales4318,Copa con flores artificiales,"Hermosa copa con flores artificiales, incluye un topper personalizable. Recuerda preguntar por nuestra opción con regalo digital.",in stock,new,3.00 USD,https://ideasydtalles.github.io/catalogo/?p=Copaconfloresartificiales4318,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434318_992c0f67.png,Ideas & D'talles,Copaconfloresartificiales4318,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434318_992c0f67.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434318_e3ac9959.png"
CiudadCompleta,"Ciudad Completa (14 Casas, Tren, Puente)","Kit de decoración avanzado que incluye 14 casas, un tren, un puente, letreros decorativos y un farol o un faro. Piezas detalladas ideales para crear una gran villa navideña.",in stock,new,35.00 USD,https://ideasydtalles.github.io/catalogo/?p=CiudadCompleta,https://i.postimg.cc/TPsTfqLQ/image13.png,Ideas & D'talles,CiudadCompleta,navidad,navidad,false,0,,"https://i.postimg.cc/TPsTfqLQ/image13.png,https://i.postimg.cc/SKPmk72M/image12.png,https://i.postimg.cc/BvzJ4cLB/image14.png,https://i.postimg.cc/RCQ2TLSY/image15.png"
CastilloNavidad,Castillo de navidad Smart,"Estructura detallada y armable de un castillo navideño, con múltiples niveles y figuras a todo color. Compatible con sistemas Smart Home como Alexa y Google Home (requiere integración aparte). Una pieza de gran tamaño y decoración.",in stock,new,34.00 USD,https://ideasydtalles.github.io/catalogo/?p=CastilloNavidad,https://i.postimg.cc/Pq4b03Kh/IMG_20251124_182252_036_Editada.png,Ideas & D'talles,CastilloNavidad,navidad,navidad,false,0,,"https://i.postimg.cc/Pq4b03Kh/IMG_20251124_182252_036_Editada.png,https://i.postimg.cc/5t35D7pj/IMG_20251124_182444_616_Editada.png,https://i.postimg.cc/KjKnkZbv/IMG_20251124_182127_055_Editada.png,https://i.postimg.cc/kGVx6nC7/IMG_20251124_182138_957_Editada.png,https://i.postimg.cc/R0R12sGN/IMG_20251124_182423_895_Editada.png,https://i.postimg.cc/9M9YMgRf/image88.png,https://i.postimg.cc/bJn9JVDh/image85.png"
CalendarioAdvientoArbolCasas,Calendario de Adviento Árbol con Casas,Espectacular estructura de adviento multinivel con forma de árbol. Incluye 25 casitas numeradas que sirven como pequeños cajones o exhibidores.,in stock,new,26.00 USD,https://ideasydtalles.github.io/catalogo/?p=CalendarioAdvientoArbolCasas,https://i.postimg.cc/4dJhvy07/image4.png,Ideas & D'talles,CalendarioAdvientoArbolCasas,navidad,navidad,false,0,,"https://i.postimg.cc/4dJhvy07/image4.png,https://i.postimg.cc/50xF5yrF/image6.png,https://i.postimg.cc/G2csPtfy/image7.png"
ArbolEscenaPesebre,Árbol con Escena Navideña y Pesebre,"Árbol decorativo de madera en 3 niveles que exhibe una escena navideña completa: pesebre, Reyes Magos y una pequeña villa. Perfecto como centro de mesa.",in stock,new,26.00 USD,https://ideasydtalles.github.io/catalogo/?p=ArbolEscenaPesebre,https://i.postimg.cc/ydVShxGF/image8.png,Ideas & D'talles,ArbolEscenaPesebre,navidad,navidad,false,0,,"https://i.postimg.cc/ydVShxGF/image8.png,https://i.postimg.cc/zBJRwvQC/image9.png,https://i.postimg.cc/V6Yb9vhW/image10.png"
CalendarioAdviento,Calendario de Adviento (Casa Cruda),Elegante calendario con forma de casa (versión sin pintar) y pequeños cajones numerados (1-24) para esconder dulces o regalos pequeños. Ideal para crear tradiciones familiares.,in stock,new,18.00 USD,https://ideasydtalles.github.io/catalogo/?p=CalendarioAdviento,https://i.postimg.cc/7LfVvZqZ/image59.png,Ideas & D'talles,CalendarioAdviento,navidad,navidad,false,0,,"https://i.postimg.cc/7LfVvZqZ/image59.png,https://i.postimg.cc/4x85F9Rt/image58.png,https://i.postimg.cc/C1svPcGs/017d3e9c-6c06-4e7f-9231-d4090e579566.png"
CalendarioAdvientoColor,Calendario de adviento (Farol) a color,"Versión a todo color (rojo, blanco, plata) con casa, trineo y pino en la parte superior. Incluye 24 cajones numerados.",in stock,new,22.00 USD,https://ideasydtalles.github.io/catalogo/?p=CalendarioAdvientoColor,https://i.postimg.cc/KYB2HNG9/1762286448639-Editado.png,Ideas & D'talles,CalendarioAdvientoColor,navidad,navidad,false,0,,"https://i.postimg.cc/KYB2HNG9/1762286448639-Editado.png,https://i.postimg.cc/Xvdbz8jt/1762286448887-Editado.png,https://i.postimg.cc/N0mcz4sn/1762286449364-Editado.png,https://i.postimg.cc/G2PbHj62/1762286449971-Editado.png"
TrineoAdviento,Trineo Calendario de Adviento,Calendario de adviento con diseño de trineo de Santa en color rojo y detalles de madera. Incluye 24 pequeños cajones para regalos.,in stock,new,18.00 USD,https://ideasydtalles.github.io/catalogo/?p=TrineoAdviento,https://i.postimg.cc/vmczRZGT/image60.png,Ideas & D'talles,TrineoAdviento,navidad,navidad,false,0,,"https://i.postimg.cc/vmczRZGT/image60.png,https://i.postimg.cc/TPp983Tp/image61.png,https://i.postimg.cc/BnZJMz2F/d804b0c3-400f-4c80-8669-855c50ac0258.png"
FarolCuentaRegresiva,Farol Cuenta Regresiva,Calendario de adviento interactivo con forma de farol. Permite cambiar manually las placas de números. Un elemento decorativo y funcional para la cuenta atrás navideña.,in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=FarolCuentaRegresiva,https://i.postimg.cc/fRHKg9Q9/image56.png,Ideas & D'talles,FarolCuentaRegresiva,navidad,navidad,false,0,,"https://i.postimg.cc/fRHKg9Q9/image56.png,https://i.postimg.cc/MpsDrQJH/image55.png,https://i.postimg.cc/76RCkkMV/ff32340b-4e49-43f4-b61f-34c463eb46c0.png"
CiudadEnCaja,Ciudad en caja,"Pieza decorativa de madera 3D de alta complejidad, ideal para decoración navideña temática o urbana. Piezas totalmente personalizables en grabado y color.",in stock,new,15.00 USD,https://ideasydtalles.github.io/catalogo/?p=CiudadEnCaja,https://i.postimg.cc/KvDQBW9z/image21.png,Ideas & D'talles,CiudadEnCaja,navidad,navidad,false,0,,"https://i.postimg.cc/KvDQBW9z/image21.png,https://i.postimg.cc/wTQFLrWB/image20.png,https://i.postimg.cc/MX2mzRmS/131032a6-819a-43c6-b9e8-88e84062a788.png"
CajaEscenaNavidena,Caja escena navideña,"Caja expositora con figuras navideñas (Santa, Reno, Sra. Claus) en dos niveles.",in stock,new,13.00 USD,https://ideasydtalles.github.io/catalogo/?p=CajaEscenaNavidena,https://i.postimg.cc/xTrBSnjm/image52.png,Ideas & D'talles,CajaEscenaNavidena,navidad,navidad,false,0,,"https://i.postimg.cc/xTrBSnjm/image52.png,https://i.postimg.cc/KvXCyxc5/image56.png,https://i.postimg.cc/3JMzHYrX/image55.png,https://i.postimg.cc/xTrBSnjK/image54.png,https://i.postimg.cc/tC08HpRW/image53.png"
NacimientoAndino,Nacimiento Andino (Grande),"Pesebre con un diseño cultural único, figuras en estilo andino con vestimenta colorida. Presentado en una caja expositora que simula un entorno andino. Incluye todas las figuras tradicionales.",in stock,new,13.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoAndino,https://i.postimg.cc/1zfHx3yK/image65.png,Ideas & D'talles,NacimientoAndino,navidad,navidad,false,0,,"https://i.postimg.cc/1zfHx3yK/image65.png,https://i.postimg.cc/zfVjmGqj/image66.png,https://i.postimg.cc/R0NRrZvw/image64.png"
ArbolConLuces,Árbol de navidad con Luces y escena 1,"Estructura de un típico árbol navideño pintado de verde con escenas interiores caladas (muñecos de nieve, renos). Diseñado con luces LED internas.",in stock,new,12.00 USD,https://ideasydtalles.github.io/catalogo/?p=ArbolConLuces,https://i.postimg.cc/0NFC91Q1/image78.png,Ideas & D'talles,ArbolConLuces,navidad,navidad,false,0,,"https://i.postimg.cc/0NFC91Q1/image78.png,https://i.postimg.cc/6pBpFqxy/822f731f-9bc0-442f-ba25-f29faf0643db.png,https://i.postimg.cc/s2qJ3C2k/image77.png,https://i.postimg.cc/wBZk9Yvp/image79.png"
ArbolConLuces2,Árbol de navidad con Luces y escena 2,"Estructura de un típico árbol navideño pintado de verde con escenas interiores caladas (muñecos de nieve, renos). Diseñado con luces LED internas.",in stock,new,12.00 USD,https://ideasydtalles.github.io/catalogo/?p=ArbolConLuces2,https://i.postimg.cc/0jS3JHnZ/image36.png,Ideas & D'talles,ArbolConLuces2,navidad,navidad,false,0,,"https://i.postimg.cc/0jS3JHnZ/image36.png,https://i.postimg.cc/Vs02Tdwc/image40.png,https://i.postimg.cc/FFkwq7v5/image39.png,https://i.postimg.cc/D0GDbY6x/image37.png"
CarroCuentaRegresiva,Carro Cuenta Regresiva,Decoración con camioneta y calendario de adviento circular integrado. Un diseño rústico y moderno para la cuenta regresiva hasta Navidad.,in stock,new,10.00 USD,https://ideasydtalles.github.io/catalogo/?p=CarroCuentaRegresiva,https://i.postimg.cc/qvmLZ3HK/image57.png,Ideas & D'talles,CarroCuentaRegresiva,navidad,navidad,false,0,,https://i.postimg.cc/qvmLZ3HK/image57.png
CasaCaramelos,Casa de caramelos (Gingerbread),Caja de regalo temática con diseño de casa de jengibre. Ideal para dulces y pequeños obsequios navideños.,in stock,new,10.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasaCaramelos,https://i.postimg.cc/SRQwgJ5W/IMG-20251028-102912-Editado.png,Ideas & D'talles,CasaCaramelos,navidad,navidad,false,0,,"https://i.postimg.cc/SRQwgJ5W/IMG-20251028-102912-Editado.png,https://i.postimg.cc/wMxSw7PP/IMG-20251028-102958-Editado.png,https://i.postimg.cc/RZjxvC6F/IMG-20251028-102846-Editado.png,https://i.postimg.cc/dVzcJQkv/IMG-20251028-103042-Editado.png,https://i.postimg.cc/3JfHbF3R/IMG-20251028-103118-Editado.png,https://i.postimg.cc/cLVGd1gK/1761669068578-Editado.png"
NacimientoNivelesLed,Nacimiento por niveles con luz led,Pesebre de madera cortada a láser con figuras estilo 'chibi' distribuidas en varios niveles. Incluye iluminación LED cálida.,in stock,new,10.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoNivelesLed,https://i.postimg.cc/7LC9ycfB/IMG-20251028-153343-Editado.png,Ideas & D'talles,NacimientoNivelesLed,navidad,navidad,false,0,,"https://i.postimg.cc/7LC9ycfB/IMG-20251028-153343-Editado.png,https://i.postimg.cc/dtv5T4xt/IMG-20251028-153319-Editado.png,https://i.postimg.cc/tC52dWKq/IMG-20251028-153235-Editado.png,https://i.postimg.cc/HLJzCKVz/IMG-20251028-153351-Editado.png,https://i.postimg.cc/GpBK1NHP/IMG-20251028-153310-Editado.png"
EstrellaGrandeIluminada,Estrella con decoración iluminada grande,Decoración en forma de estrella con escena navideña o nacimiento en capas. Incluye luz LED para un efecto nocturno.,in stock,new,6.50 USD,https://ideasydtalles.github.io/catalogo/?p=EstrellaGrandeIluminada,https://i.postimg.cc/PqB4f4Df/IMG-20251028-162644-Editado.png,Ideas & D'talles,EstrellaGrandeIluminada,navidad,navidad,false,0,,"https://i.postimg.cc/PqB4f4Df/IMG-20251028-162644-Editado.png,https://i.postimg.cc/fb6KWK98/IMG-20251028-162707-Editado.png,https://i.postimg.cc/9fvpXp71/IMG-20251028-153816-Editado.png"
NacimientoPequeno,Nacimiento pequeño,Modelo tradicional o andino en caja portátil. Perfecto para espacios pequeños o como regalo. Figuras detalladas.,in stock,new,9.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoPequeno,https://i.postimg.cc/gjh56Bsj/image32.png,Ideas & D'talles,NacimientoPequeno,navidad,navidad,false,0,,"https://i.postimg.cc/gjh56Bsj/image32.png,https://i.postimg.cc/k4zzGdQ7/image25.png,https://i.postimg.cc/DZHH0Krm/image27.png,https://i.postimg.cc/y6Tp295H/image31.png"
LetreroSantaGrande,Letrero de Santa Grande,"Letrero robusto de mayor tamaño con Elfo. Presenta más detalles de grabado y color, ideal para la entrada o el exterior",in stock,new,8.50 USD,https://ideasydtalles.github.io/catalogo/?p=LetreroSantaGrande,https://i.postimg.cc/CKCqfkcq/image1.png,Ideas & D'talles,LetreroSantaGrande,navidad,navidad,false,0,,"https://i.postimg.cc/CKCqfkcq/image1.png,https://i.postimg.cc/Pxt8bJ7C/image2.png,https://i.postimg.cc/26zBdytV/image3.png"
GnomoFarol,Gnomo farol,Figura decorativa de Gnomo con gorro rojo y espacio para luz en su base. El gorro tiene detalles calados de copos de nieve.,in stock,new,8.00 USD,https://ideasydtalles.github.io/catalogo/?p=GnomoFarol,https://i.postimg.cc/Y9Fz9DGk/image86.png,Ideas & D'talles,GnomoFarol,navidad,navidad,false,0,,"https://i.postimg.cc/Y9Fz9DGk/image86.png,https://i.postimg.cc/hjm1jZzP/image87.png"
CasaParaDulcesVerde,Casa para dulces verde,"Caja con diseño de casa rústica en color verde y tejado de nieve, con asa para llevar. Ideal para dulces o pequeños obsequios.",in stock,new,7.50 USD,https://ideasydtalles.github.io/catalogo/?p=CasaParaDulcesVerde,https://i.postimg.cc/FFgrGSfV/IMG-20251028-103651-Editado.png,Ideas & D'talles,CasaParaDulcesVerde,navidad,navidad,false,0,,"https://i.postimg.cc/FFgrGSfV/IMG-20251028-103651-Editado.png,https://i.postimg.cc/bwFNkjZT/IMG-20251028-103711-Editado-Editado.png,https://i.postimg.cc/FFjRqq6y/IMG-20251028-103824-Editado-Editado.png,https://i.postimg.cc/y8rYczDM/IMG-20251028-103844-Editado-Editado.png"
FarolNavidenoCuadrado,Farol navideño (Cuadrado),Farol de cubo con figuras navideñas caladas y espacio para luz interior. Ideal para decoración de mesa o repisa.,in stock,new,6.00 USD,https://ideasydtalles.github.io/catalogo/?p=FarolNavidenoCuadrado,https://i.postimg.cc/K89NsMS6/image48.png,Ideas & D'talles,FarolNavidenoCuadrado,navidad,navidad,false,0,,"https://i.postimg.cc/K89NsMS6/image48.png,https://i.postimg.cc/nhdkwDfb/image49.png"
FarolNavidenoConejos,Farol navideño (Conejos),Farol de madera con figuras caladas de animales. Ideal para luz LED interior.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=FarolNavidenoConejos,https://i.postimg.cc/W1p8n7CP/image43.png,Ideas & D'talles,FarolNavidenoConejos,navidad,navidad,false,0,,https://i.postimg.cc/W1p8n7CP/image43.png
CasaPequenaDulces,Casa pequeña para dulces,Caja pequeña y económica con forma de casa roja y tejado de nieve. Perfecta para cajas de dulces y regalos pequeños.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasaPequenaDulces,https://i.postimg.cc/VsBf4tSg/IMG-20251028-103430-Editado.png,Ideas & D'talles,CasaPequenaDulces,navidad,navidad,false,0,,"https://i.postimg.cc/VsBf4tSg/IMG-20251028-103430-Editado.png,https://i.postimg.cc/j2XR5VVG/IMG-20251028-103443-Editado.png,https://i.postimg.cc/brYKmsMF/IMG-20251028-103503-Editado.png,https://i.postimg.cc/7hBjdqrx/d0da9c4a-01f8-4383-8270-b144dab0fa94.png"
ArbolitoSimple,Arbolito (Estructura),Estructura de pino 3D (Sin pintar). Incluye estrella.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=ArbolitoSimple,https://i.postimg.cc/9FY1Zkx1/image29.png,Ideas & D'talles,ArbolitoSimple,navidad,navidad,false,0,,https://i.postimg.cc/9FY1Zkx1/image29.png
LetreroSantaPequeno,Letrero de Santa Pequeño,"Letrero compacto con figura de Elfo y base, ideal para decoración de mesa. Perfecto para colocar junto al árbol.",in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=LetreroSantaPequeno,https://i.postimg.cc/kgjchbPX/image52.png,Ideas & D'talles,LetreroSantaPequeno,navidad,navidad,false,0,,"https://i.postimg.cc/kgjchbPX/image52.png,https://i.postimg.cc/sgnc0hCy/image51.png"
CasitasNavidenasDesde,Casitas Navideñas (Varios Modelos),Gran variedad de casas y estructuras de pueblo para armar villas navideñas. Los modelos más pequeños inician en $2. Ideales para decorar repisas o maquetas.,in stock,new,2.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasitasNavidenasDesde,https://i.postimg.cc/fRHKg9nP/image46.png,Ideas & D'talles,CasitasNavidenasDesde,navidad,navidad,false,0,,"https://i.postimg.cc/fRHKg9nP/image46.png,https://i.postimg.cc/3xLBbv56/image45.png,https://i.postimg.cc/RZvwGvP8/c8f9b333-cecb-4ca7-b80b-9934f048ccf5.png"
Arbolitos,Arbolitos (Diferentes Estilos),Colección de diferentes modelos de árboles decorativos y bases. Incluye modelos sencillos desde $1 y estructuras complejas. Pregunte por modelos personalizables.,in stock,new,1.00 USD,https://ideasydtalles.github.io/catalogo/?p=Arbolitos,https://i.postimg.cc/WbwSgy9b/image23.png,Ideas & D'talles,Arbolitos,navidad,navidad,false,0,,"https://i.postimg.cc/WbwSgy9b/image23.png,https://i.postimg.cc/jd4vP18f/image24.png"
BombillosAdornos,Bombillos / Adornos Colgantes,"Adornos decorativos de madera para árbol o espacios, desde diseños sencillos ($1) hasta diseños calados complejos o pintados. Totalmente personalizables en forma y grabado.",in stock,new,1.00 USD,https://ideasydtalles.github.io/catalogo/?p=BombillosAdornos,https://i.postimg.cc/CLsJk2v4/image28.png,Ideas & D'talles,BombillosAdornos,navidad,navidad,false,0,,"https://i.postimg.cc/CLsJk2v4/image28.png,https://i.postimg.cc/yYyncGfh/image27.png"
CajaHalloween,Caja Halloween (Para Dulces),"Caja temática de Halloween para decoración o como dispensador de dulces. Se ofrece con y sin dulces, el precio varía según el contenido.",in stock,new,15.00 USD,https://ideasydtalles.github.io/catalogo/?p=CajaHalloween,https://i.postimg.cc/nVv1f5fB/image122.png,Ideas & D'talles,CajaHalloween,eventos,eventos,false,0,,"https://i.postimg.cc/nVv1f5fB/image122.png,https://i.postimg.cc/kMxyPZPN/image123.png,https://i.postimg.cc/0jdGG6Cb/image121.png,https://i.postimg.cc/6qLVV7h3/image120.jpg"
NacimientoColgante,Nacimiento colgante,Adorno circular de pesebre para colgar o base.,in stock,new,2.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoColgante,https://i.postimg.cc/4dcQd277/image91.png,Ideas & D'talles,NacimientoColgante,navidad,navidad,false,0,,https://i.postimg.cc/4dcQd277/image91.png
EscenaNavidenaMini,Escena navideña (Miniatura),Miniaturas de madera para armar escenas.,in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=EscenaNavidenaMini,https://i.postimg.cc/CLsJk2v5/image22.png,Ideas & D'talles,EscenaNavidenaMini,navidad,navidad,false,0,,https://i.postimg.cc/CLsJk2v5/image22.png
CasitasLuz,Casitas navideñas con luz,Casitas con espacio para colocar una vela LED.,in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasitasLuz,https://i.postimg.cc/MpZ5DYN2/image42.png,Ideas & D'talles,CasitasLuz,navidad,navidad,false,0,,https://i.postimg.cc/MpZ5DYN2/image42.png
CasasMedianas,Casas medianas y con adornos,Modelos más grandes con detalles de nieve y color.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasasMedianas,https://i.postimg.cc/mgdw6HWW/image50.png,Ideas & D'talles,CasasMedianas,navidad,navidad,false,0,,https://i.postimg.cc/mgdw6HWW/image50.png
CajaCopos,Caja con copos,Caja decorativa con calados de copos de nieve.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CajaCopos,https://i.postimg.cc/P5fy4Mcb/image34.png,Ideas & D'talles,CajaCopos,navidad,navidad,false,0,,https://i.postimg.cc/P5fy4Mcb/image34.png
CajaFunda,Caja tipo funda,"Caja para regalo con asa, fácil de transportar.",in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=CajaFunda,https://i.postimg.cc/Jz7xqQg6/image37.png,Ideas & D'talles,CajaFunda,navidad,navidad,false,0,,https://i.postimg.cc/Jz7xqQg6/image37.png
CajaArbol,Caja de árbol,Caja con forma de árbol para regalos o dulces.,in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=CajaArbol,https://i.postimg.cc/GhxzGfMq/image31.png,Ideas & D'talles,CajaArbol,navidad,navidad,false,0,,https://i.postimg.cc/GhxzGfMq/image31.png
LetreroHOHOHO,Letrero HOHOHO,Letrero de mesa con letras y muñeco de nieve.,in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=LetreroHOHOHO,https://i.postimg.cc/HLV2GkTr/image62.png,Ideas & D'talles,LetreroHOHOHO,navidad,navidad,false,0,,https://i.postimg.cc/HLV2GkTr/image62.png
SantaSurfista,Santa surfista,Figura decorativa de Santa Claus con tabla de surf.,in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=SantaSurfista,https://i.postimg.cc/g2MDBZbJ/image54.png,Ideas & D'talles,SantaSurfista,navidad,navidad,false,0,,https://i.postimg.cc/g2MDBZbJ/image54.png
EstrellaPequenaBombillo,Estrella con decoración pequeña tipo bombillo,Adorno colgante tipo bombillo en forma de estrella con escena navideña o nacimiento.,in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=EstrellaPequenaBombillo,https://i.postimg.cc/fb6KWK9f/IMG-20251028-153746-Editado.png,Ideas & D'talles,EstrellaPequenaBombillo,navidad,navidad,false,0,,https://i.postimg.cc/fb6KWK9f/IMG-20251028-153746-Editado.png
AdornoPuerta,Adorno de puerta (Esquinero),Adorno para colocar en la esquina superior de un marco.,in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=AdornoPuerta,https://i.postimg.cc/7LfVvZq2/image63.png,Ideas & D'talles,AdornoPuerta,navidad,navidad,false,0,,https://i.postimg.cc/7LfVvZq2/image63.png
CasitasMini,Casitas (Miniaturas $2.50),Miniaturas de casas decorativas con detalles de color.,in stock,new,2.50 USD,https://ideasydtalles.github.io/catalogo/?p=CasitasMini,https://i.postimg.cc/pLVCZB73/image40.png,Ideas & D'talles,CasitasMini,navidad,navidad,false,0,,https://i.postimg.cc/pLVCZB73/image40.png
TrenAColor,Tren a color,"Colorido tren navideño de madera con vagones. Ideal como centro de mesa o para complementar la ciudad navideña. Medidas: 73cm largo, 14cm ancho, 18cm alto.",in stock,new,30.00 USD,https://ideasydtalles.github.io/catalogo/?p=TrenAColor,https://i.postimg.cc/1z3QbSpt/1762739111950-Editado.png,Ideas & D'talles,TrenAColor,navidad,navidad,false,0,,"https://i.postimg.cc/1z3QbSpt/1762739111950-Editado.png,https://i.postimg.cc/mDVTtDBg/1762739111763-Editado.png,https://i.postimg.cc/Xv1bbP8n/1762739111716-Editado.png,https://i.postimg.cc/vTBb9sZv/1762739111820-Editado.png,https://i.postimg.cc/GpFLnKf8/1762746804230-Editado.png"
TrineoDeAdvientoAColor,Trineo de adviento a color,Versión a color del trineo de adviento. Incluye 24 cajones numerados para la cuenta regresiva.,in stock,new,22.00 USD,https://ideasydtalles.github.io/catalogo/?p=TrineoDeAdvientoAColor,https://i.postimg.cc/qBY9QnbH/1762739112060-Editado.png,Ideas & D'talles,TrineoDeAdvientoAColor,navidad,navidad,false,0,,"https://i.postimg.cc/qBY9QnbH/1762739112060-Editado.png,https://i.postimg.cc/vmsyh9mG/1762739111978-Editado.png,https://i.postimg.cc/T3mGnQTY/1762739112033-Editado.png"
EscenaNavidenaAColor,Escena navideña a color,"Pequeña escena navideña a color. Perfecta para escritorios, repisas o como un detalle económico.",in stock,new,3.00 USD,https://ideasydtalles.github.io/catalogo/?p=EscenaNavidenaAColor,https://i.postimg.cc/25wsxKMr/1762739112226-Editado.png,Ideas & D'talles,EscenaNavidenaAColor,navidad,navidad,false,0,,"https://i.postimg.cc/25wsxKMr/1762739112226-Editado.png,https://i.postimg.cc/TwNBzWTW/1762739112115-Editado.png"
TrineoConRenos,Trineo con renos,Decoración clásica de trineo de Santa con renos. Una pieza elegante para cualquier espacio.,in stock,new,10.00 USD,https://ideasydtalles.github.io/catalogo/?p=TrineoConRenos,https://i.postimg.cc/15DsqJmx/1762739112375-Editado.png,Ideas & D'talles,TrineoConRenos,navidad,navidad,false,0,,"https://i.postimg.cc/15DsqJmx/1762739112375-Editado.png,https://i.postimg.cc/MpxxbVHw/1762739112479-Editado.png,https://i.postimg.cc/mgRRNCkk/1762739112525-Editado.png"
Cascanueces,Cascanueces,Figura clásica de cascanueces de madera. Un ícono de la decoración navideña.,in stock,new,6.00 USD,https://ideasydtalles.github.io/catalogo/?p=Cascanueces,https://i.postimg.cc/sx6f02Nm/1762788501393-Editado.png,Ideas & D'talles,Cascanueces,navidad,navidad,false,0,,"https://i.postimg.cc/sx6f02Nm/1762788501393-Editado.png,https://i.postimg.cc/qqbBZ75F/1762788501375-Editado.png,https://i.postimg.cc/zBNfy6Wr/1762788501324-Editado.png,https://i.postimg.cc/DwW0HqFr/1762788500826-Editado.png,https://i.postimg.cc/SQDKKZx6/1762788501411-Editado.png"
CascanuecesTambor,Cascanueces tambor,Figura de cascanueces con un tambor. Detalle clásico para coleccionistas y decoración.,in stock,new,6.00 USD,https://ideasydtalles.github.io/catalogo/?p=CascanuecesTambor,https://i.postimg.cc/TYNhtk8X/1762788501262-Editado.png,Ideas & D'talles,CascanuecesTambor,navidad,navidad,false,0,,"https://i.postimg.cc/TYNhtk8X/1762788501262-Editado.png,https://i.postimg.cc/YCJ0HhCc/1762788501135-Editado.png,https://i.postimg.cc/DzLZynSr/1762788501093-Editado.png,https://i.postimg.cc/VkSvpj1g/1762788500876-Editado.png"
NacimientoAndinoOtavalo,Nacimiento Andino Otavalo,"Escena cultural del tradicional nacimiento Andino, con figuras vestidas con los icónicos ponchos y trajes de Otavalo. Una pieza colorida que celebra la Navidad con identidad ecuatoriana.",in stock,new,13.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoAndinoOtavalo,https://i.postimg.cc/fySWkdFJ/IMG_20251115_185609_Editado.png,Ideas & D'talles,NacimientoAndinoOtavalo,navidad,navidad,false,0,,"https://i.postimg.cc/fySWkdFJ/IMG_20251115_185609_Editado.png,https://i.postimg.cc/wjLt0Cwb/1763252486164_Editado.png,https://i.postimg.cc/g0G04nXd/IMG_20251115_185524_Editado.png,https://i.postimg.cc/Lsv8W2L3/IMG_20251115_185536_Editado.png,https://i.postimg.cc/j55S0m4X/IMG_20251115_185542_Editado.png"
NacimientoAndinoOtavalo1,Nacimiento Andino versión pequeña,"Escena cultural del tradicional nacimiento Andino, con figuras vestidas con los icónicos ponchos y trajes de Otavalo. Una pieza colorida que celebra la Navidad con identidad ecuatoriana, en formato más pequeño, también lo puedes pedir de la cultura Saraguro.",in stock,new,10.00 USD,https://ideasydtalles.github.io/catalogo/?p=NacimientoAndinoOtavalo1,https://i.postimg.cc/fySWkdFJ/IMG_20251115_185609_Editado.png,Ideas & D'talles,NacimientoAndinoOtavalo1,navidad,navidad,false,0,,"https://i.postimg.cc/fySWkdFJ/IMG_20251115_185609_Editado.png,https://i.postimg.cc/wjLt0Cwb/1763252486164_Editado.png,https://i.postimg.cc/Jn4G7GMd/IMG_20251115_185331_Editado.png,https://i.postimg.cc/Jn6tsMh0/1763252486315_Editado.png,https://i.postimg.cc/j55S0m4X/IMG_20251115_185542_Editado.png"
